tweet,Annotator 1,Annotator 2,Annotator 3,Annotator 4,Annotator 5
موقع فرنسي انتحار شرطي من حراسة الإليزيه,1,0,1,0,1
صحيفة عبرية تكشف المستور الانتحار يضرب بقوة صفوف الجيش الإسرائيلي والجنود الإثيوبيون لهم نصيب الأسد,1,0,1,0,1
انتحار ضابط شرطة فرنسي من حراسة الإليزيه,1,0,1,0,1
الله المستعان أتذكر قبل سنتين بعد انتحار عايد مدعث اعتصم مجموعة من الناشطين البدون في ساحة وعلى إثره سجنوا لأكثر من شهور ورفض طلب خروجهم بكفالة الحرية للمعتقلين البدون,1,0,1,0,1
صورة ملف شخصي جديدة,0,0,0,0,0
اخذو منهم قبل   سنة   واليوم   سنة شلي اعطيتهم غير أنتحار احفادهم وأبناءهم ونسائهم وظلمهم والتكسب عليهم ولا أحد خاف الله في البشر وخلق لله حسبي الله ونعم الوكيل أن لله وأنا إليه راجعون,1,0,0,0,1
يا جدعان أنا داخلة علي   سنة وحرفيا بيني وبين الانتحار كوبري مشاكل أي اللي بعد كدا أنا لو سمعت حاجة كمان وحشة هتخنق لا إراديا من القهر والحزن حياة أي اللي هتصعب بعد   ودين أمي لو لقيت صعوبات متعلقة بسني منا قاعدة فيها,1,0,1,0,1
الحقيقه ان مافيش نزول بميعاد مسبق ده اسمه انتحار الا لو هتواجهه يبقي مافيش احباط احنا هنجيب لهم احباط وهنفضحهم في الدنيا وده بيقلل من فرصتهم في الاستمرار لان العالم عايز مصر مستقره وكل ما بلحه ياخد فلوس يسرقها كده مافيش استقرار,0,0,1,0,0
الهه سرور میگه چقدر واسکت انتحاری ات زیباست اری ما می توانیم آهنگ ترانه ای در وصف انتحار تولید کنیم در حالیکه آن طرف تر انتحاری ای در یک چشم به هم زدن هزاران انسان را به سفره اندوه ودرد دعوت می کند,0,0,0,0,0
ارتفاع ملحوظ في نسبة الانتحار لدى الشباب في هولندا تفاصيل هنا,1,0,1,0,1
شنق نفسه انتحار أربعيني داخل منزله بكفر الشيخ لمروره بأزمة نفسية,1,1,1,0,1
طفل ينتحر لأجل لعبة بقيمة دنانير لم يستطع والده توفيرها له وطفل آخر يبحث عن علاج لم يوفر له ورواتب يوقف صرفها لعدم صلاحية البطاقة الأمنية وشهادات ميلاد وعقود زواج وانتحار تلو إنتحار متى ستعون أن الإستثمار في مآسي البدون عيب وحرام,1,1,1,0,1
۱ الهه سرور کار خام کرده شناخت از سعیدی هم ندارم در این شعر از استعاره کنایه استفاده شده به هیچ عنوان توصیف انتحار نیست در گذشته هم ابزار جنگی در شعر بوده مثلا تیر نگاه تشبیه ابرو به کمان شمشیر میلیون ها انسان با آن ابزار کشته شده بیاید برقع به سر ادبیات ندهیم,0,0,0,0,0
فرنسا انتحار شرطي متدرب من حراسة الإليزيه,1,0,1,0,1
إضاعة الوقت جريمة انتحار بطيء ترتكب على مرأى ومسمع من الناس ولا يعاقب عليها أحد فمن قتل وقته فقد قتل في الحقيقة نفسه,0,0,0,0,0
إنتحار شخص لمروره بحالة نفسية بقرية بمطوبس بكفر الشيخ حوادث,1,1,1,0,1
قانون الانتحار المفروض يتعدل اسمه قانون الفشل الانتحار احنا معندناش مشكله تنتحر بس لو فشلت هنساوي وش امك بالاسفلت ركز وانت بتنتحر,0,0,0,0,0
یه جور انتحار هم این شکلیه که میشینی یه فصل کامل سریال رو پشت سر هم میبینی دروغ های کوچک بزرگ,0,0,1,0,0
كنت بتكلم مع حد عزيز عليا وبقوله عاوز ربنا يقويني تفكيري سألني بتفكر ايه قولت الانتحار كل شويه بفكر فيه فعلا رد قالي كل ماتفكر افتكر انك هتسيبني انا اترعبت من الجملة حسيت قلبي وقف والله اللي هو انا لو عملت كده فعلا مش هعرف اتكلم معاك ولا اطمن عليك هبقي بعيد عنك اكتر مانا بعيد,1,0,1,0,1
ستكون معجزة إن لم ينته بي الحال منتحر يوما ما,1,1,1,0,1
لو بتفكر في الانتحار فالكتاب دا هيساعدك جدا انك تنفذه,1,0,1,0,1
لغز صعب صعب امرأه تريد الانتحار,0,0,0,0,1
حالات انتحار في الأسبوع الأول من حلقات مسلسلات رمضان,0,0,0,0,1
وبخه والده لعدم انتظامه بالعمل انتحار شاب طعنا بسكين,1,0,1,0,1
مي حلمي حاولت الانتحار الخيانة وجعتني فيديو,1,0,1,0,1
أقل نسب انتحار لسنة   كما تبينه خريطة العالم تسجل في الدول الاسلامية وافريقيا رغم ما تشهده من حروب وصراعات بينما وهي أكثر ارتفاعا في دول أغلبها ضمن العالم المتقدم رغم الرفاهية المادية التي تتوفر بهذه البلدان حسب ما يؤمن به الاغلبية والفرق في الايمان,1,0,1,0,0
خلاص انفهمت غلط نرجع لذاك الإشكال موود الإنتحار,0,,0,0,1
إذا كانت هذه الفرق الموسيقية تجلب السعادة فلماذا لم تجلبها لشعب كوريا الجنوبية الذي ينتحر بشكل جنوني ضمن إحصائيات الانتحار في العالم عام   تعتبر كوريا الجنوبية الرابعة على مستوى العالم في نسب الانتحار,1,0,1,0,1
قرأت أثناء نشر سلسلة التغريدات تعليقات تقول ما علاقة الفرق الموسيقية بهذا الكلام العلاقة واضحة أن هؤلاء من كوريا الجنوبية بمنتهى البساطة ثم هل تعلم أن أعضاء الكيبوب ينتحرون أيضا هذا الخبر من نيويورك تايمز عن حوادث انتحار أعضاء فرق كيبوب كورية,1,1,1,0,1
حالة إنتحار جديدة لطالبة صاحبة معدل ٨٨ من طلاب السادس اعدادي في الحويجة قبل قليل الدور الثالث او التحميل الشامل,1,1,1,0,1
استشهاد چی اگر در بین این انسان ها کسی خود را انفجار دهد مردار میشود قاتل انسان های بی گناه این مظاهره کننده گان عقاب شوند اما نه اینکه بالای شان خود را کسی انتحار کند لا حول ولا قوة الا بالله,0,0,0,0,0
محافظة ذي قار تسجل حالتي انتحار لشاب وفتاة عاجل,1,0,1,0,1
البيت في حالة انتحار,0,0,0,0,1
هذه التردونه مو حتى الطلاب خلصت من وره الانتحار وهوه حقهم حسبي الله ونعم الوكيل هذولي هم يحاسبهم رب العالمين ماتوا تحسفا على حقهم بووويه شكد محتركه على الوزير الطايح حظه بجاه ام البنين وكل معصوم عنده جاه خطيه هالارواح اضعاف مضاعفه بركبتك الاحد مظاهره الفرصة الاخيره,0,0,0,0,0
حقوق الانسان في البصرة   حالة انتحار حصاد عام     قيد الانجاز الحقيقة المطلقة,1,0,1,0,1
لا الله الا الله يعني معقولة الجهات الرسمية الحكومة حقوق الانسان مدا تشوف حالات الانتحار ولو احنه مين عدنه حقوق انسان منو يتحمل ذنبهه او شنو ذنب اهلهه الله يصبرهم,1,0,1,0,0
انتحار شاب بقريه سوق النصاري بمركز مطوبس بكفرالشيخ,1,0,1,0,1
انتحار زوج بكفر الشيخ لمرورة بحالة نفسية سيئة,1,0,1,0,1
سبيس,0,0,0,0,0
حالة انتحار في صفوف جنود الاحتلال عام,1,0,1,0,1
ديالى تسجل أول حالة انتحار في المحافظة خلال   لأمرأة في العقد الثالث من عمرها بواسطة حبل مربوط في سقف غرفتها,1,1,1,0,1
اخوان شسالفة الانتحار مو حل الاحد مظاهره الفرصه الاخيرة الدور الثالث او تحميل الشامل,0,0,0,0,0
رفض دعوى قضائية ضد نيتفلكس بسبب انتحار مراهقة أميركية الاردن    جو  الأردن,1,0,1,0,1
محاولة انتحار من احد الطلبة لكن الحمد الله تم انقاذة من الموت قبل ايام كل شخص وطالب فقد الأمل بالدور الثالث والتحميل الحياة مواكفة على الدراسة طز بالدراسة المهم حياتك ونفسك وزير التربية دنطيهم شي وفضهة لان اكو هواي اشخاص نفسيتهم ضعيفة وميتحملون الاحد مظاهره الفرصه الاخيره,1,0,1,0,1
وأصبحت صحف اليمين تنشر عناوين مثل أيها التشيليون راكموا الحقد وتحرض العسكريين على الاستيلاء على الحكم طالبة من سلفادور الاستقالة أو الانتحار أو إجراء استفتاء شعبي على بقائه ليجنب البلاد حربا أهلية محتملة ارحل ياسيسي ارحل,0,0,0,0,0
اولا هل انتحار ومعاناة الناس تنفع تكون مادة للسخرية ثانيا افترضت منين انه في النار او اي مكان بشكل عام,1,0,1,0,0
فارع من حسنها الليل والقمرا تغار ماتوفيها القوافي وحبر اقلامها قلبي الي منتحر في محبتها انتحار والقلوب العاشقه نعنبو من لامها,0,1,0,0,0
هههه ماهو كان متفق مع عبد الحكيم انهم الاتنين يتخلوا عن مناصبهم ويجيبوا شمس بدران وده اللي خلي عامر يعمل انقلاب عليه وخلا البشمهندس النكسجي يحدد اقامته ثم بقدره قادر الاعلان عن انتحار عامر,1,0,0,0,0
انتحار شخص لمروره بحالة نفسية بكفر الشيخ,1,0,1,0,1
محافظة ذي قار تسجل حالتي انتحار لشاب وفتاة,1,0,1,0,1
المضحك انه تقفل علشان السبب حالات الانتحار والموت عادي طبيعي,1,0,0,0,0
الله يعفو علينا منكم ومن جهلكم ومن كدوبكم يارب قهرتونا بالنبيح اذا كنتم رجال بينو لينا الى عندكم شي قوة ولا سيرو عملوا انتحار جماعي,0,0,0,0,0
به شیوه که الهه سرور می خواند چقدر واسکت انتحاری زیباست زیباست اما ارزش دادن به این سرود امر است اشتباه نارست حس زیبایی شناختی به خشونت انتحار انفجار جنگ این گونه پدیده ها هیچ جای میمون قشنگ نیست ممکن است زیشت ترین امر تشویق به خشونت قتل انفجار باشد,0,0,0,0,0
بقول من امبارح إنتحار حلال بحث,0,,0,1,1
طوله   متر وكرسيه المتحرك يزن نحو ربع طن كيف قلب حادث سير حياة عملاق الدوري الأميركي للمحترفين حتى فكر في الانتحار,1,0,1,0,1
كوارث حزب الاخوان وحزب الشيطان على كل الاوطان تزايد تجارة المخدرات تهريب الاسلحة والصواريخ بث روح الطائفية بين الشعوب تفاقم الاقتتال الداخلي في الدول انتشار حالات الانتحار انهيار العملة الوطنية تردي الاوضاع المعيشية لتل الدول كلها بوجود الاخوان وحزب الشيطان,0,0,0,0,0
لا يابا مش كده وبس ده انت لو مموتش هتلبس ست سنين سجن ويخلوك تتمني الانتحار,0,0,0,0,0
طب يا فندم كلامك ينحنى له الجسد أما القلب ضعيف به شريان وأوردة تنبض من كثرة الحب لانه يبعد ويقدس وملهم بحبها ولا يستطيع البعد عن عينيها حتى يوريد الأنتحار من كثرة حبه لها فيه صديق لى ذهب لحبيبته معرفش يعبرلها بحبه كان بجوارهما شخص فألف كلام لوجوده فصدمته فرحل فى طريقه كد ينتحر,0,0,0,0,0
حياة بلا صلاة كئيبة محبطة فاشلة حياة بلا صلاة لا قيمة لها لا معنى لا جمال لا روح حياة بلا صلاة انتحار ودمار وانهيار,0,0,1,0,0
أحيانا بل دائما أجدني عاجز عن التعليق عن أي حالة إنسانية وخاصة في حالات معاناة البدون التي تتكرر دائما بين حالات إنتحار وإحتراق وأب يطالب السلطات بالسماح له بالسفر لعلاج أبنه الوحيد دون اهتمام الجهات المعنية أشعر بأن مجرد تعليقي هو ألم أخر يضاف إلى تلك المعاناة مجرد كلام,1,1,1,0,1
شياكة انتحار دى مخليانى فخور نخلتنا مرات البلح,0,0,0,0,0
اربعيني يقدم على الانتحار طعنا في المشاهدة شمالي بغداد قناة الرشيد,1,0,1,0,1
انتحار رجل بطعن جسده شمالي بغداد بغداد العراق,1,0,1,0,1
ذات يوم قررت الانتحار وضعت حبلا في سيارتي وانتظرت حتى الفجر انطلقت في الظلام إلى أحد مزارع التوت القريبة وتوقفت قرب شجرة توت رميت حبل المشنقة على الشجرة لكنه لم يعلق بها حاولت أكثر من مرة لكنه لم يعلق فقررت أن أصعد إلى الشجرة وأربط الحبل على الغصن بنفسي,0,0,0,0,1
ذهبت إلى المكتبة سئلت صاحب المكتبة هل عندك كتب عن الانتحار قال نعم ولكن من يعيدها لنا,0,0,0,0,1
منشوري هذا بسبب حالات الانتحار مؤخرا الدور الثالث او التحميل الشامل,0,0,0,0,1
الفوضوية جزء اصيل من الطبيعة البشرية كل حد جواة قدر من الفوضوية لما يحبسة وبعيش بهذا القدر المخيف من التنظيم فده انتحار بطئ اي حد ممكن يكون عايش كدا هو شخص وحيد بائس فاقد لمعنى ومذاق الحياة,0,0,0,0,0
مفاجأة في قضية انتحار بسنت خالد القانون لايعاقب على الإيذاء النفسي والتسبب في الانتحار,1,0,1,0,1
طبعا ده انتحار العيذ بالله,1,0,1,0,1
حتي الانتحار فاشل فيه,1,0,0,0,0
ياريت عشان الإنتحار حرام,1,1,1,0,0
ده اسمه انتحار,1,0,1,0,1
هذا هو الحال,0,0,0,0,0
يلا كنسلو الحفل خلني اذكركم ان امس كان ميلاد يوكيو ميشيما كان كاتب شاعر ممثل كاتب مسرحي مخرج مودل وطني تأهل لجائزة النوبل اكثر من ثلاث مرات ونهاية حياته كانت انتحار بطريقة سيبوكو,1,0,0,0,1
سباق بدون أي احتياطات للسلامة هو انتحار رمي النفس للتهلكة,0,0,0,0,0
أنا عن نفسي انا مش هجبر شريكتي انها تتحط في مجال اختيار او لا هضغط على زرار مجرد ما الدنيا تبوظ فكرة الانتحار هي أكثر الأفكار إنعاشا,0,0,0,0,0
فترة بيكاسو الزرقاء هم من أهم الفترات في الفن هذي الفترة اللي دش فيها في اكتئاب بعد انتحار صديقه كاساجيموس وكان واضح الاكتئاب والتعاسة في كل رسماته واختياره للون الأزرق مابدش في تفاصيل هالفترة بس بتكلم عن لوحة وحدة منهم,1,0,0,0,1
لاعب مدمن مخدرات وفكر في الانتحار ولولا الطلبات وحب الخشوم كان انتحر وحنا نفاوضة نادي ذاه ولا مستشفى نفسي فكونا من هالأشكال الله يرضى عليكم,1,0,0,0,1
جوك طير حر بقلم محمود جودة شاب نجى من الموت خلال الحرب العالمية الأولى حين كان على ارض الجبهة ومن ثم أصبح طيارا وحاول الانتحار لكن القدر لا يود,1,0,0,0,1
دايما اقول ان المىتحر شخص شجاع على عكس ما يصورونه العالم انه شخصيه جبانه هرب من الحياة كون ان عندك القوه انك تنهي حياتك بيدك هذا مو شي سهل ابدا يتطلب الامر الى شجاعه كبيره انا حتى بفتره من الفترات لما قررت اسويها استخدمت حيله ضعيفه وبائسه اللي هي محاولة انتحار فاشله بالحبوب,1,1,1,0,1
الحر يكشف أنه حاول الانتحار,1,0,1,0,1
أنا فاكرة كنت قرأت الموضوع ده قبل كده وقد اي الإنسان مبيحسش بالرضا رغم كم الإنجازات اللى حققها زي مثلا عندك السباح الأسطوري مايكل فيليبس بيقول انه رغم كل الانجازات الي حققها بعد ٢٨ ميدالية أولمبية إلا انه حاول الانتحار بعد اخر بطولتين لأنه مش حاسس بإنجاز,1,0,1,0,1
كانت هاكذا,0,1,0,0,0
الشرطة التركية تقمع مظاهرة سلمية بمنطقة تقسيم في اسطنبول وتعتقل عشرات الطلاب بسبب احتجاجهم على خلفية انتحار زميلهم,1,0,1,0,1
في غياب الحرب الانتحار سبب الوفيات الأساسي في الجيش الإسرائيلي,1,0,1,0,1
التايمز الانتحار للمحاربين القدامى الثمن هو الخفي للحرب في أفغانستان في تغريدات   يقول التقرير إن الجندي يكون قويا برفاقه في ساحة الحرب لكنه يغدو ضعيفا مع عودته وعيشه وحيدا فتراوده فكرة الانتحار وقدر عدد الحالات من لواء واحد   حالة والتي زادت بعد سقوط كابل,1,0,0,0,1
الكشف عن هوية الزوج السري لسندريلا سعاد حسني الذي قهر إسرائيل وتسبب في انتحار من ضباط الموساد لن تصدق من يكون,1,0,1,0,1
الموت يغيب الفنان وحيد السنباطي إليك أبرز المعلومات عن الفنان الراحل ليالينا,0,0,0,0,0
وائل قنديل يكتب عندما يؤلف الجنرال تاريخا مركز انسان للإعلام,0,0,0,0,0
الموت يغيب قائد قوات المظلات في عهد الرئيس الحمدي مصر اليوم,0,0,0,0,0
من هو الراحل السعودي علي الهويريني,0,0,0,0,0
آخرهم وائل الإبراشي تعرف على إعلاميين وصحفيين رحلوا بس مصراوى مصراوي,0,0,0,0,0
الموت يغيب عبداللة عبدالعالم المنتصف نت,0,0,0,0,0
قائد قوات المظلات الموت يغيب أحد أذرع الرئيس اليمني الاسبق مصر اليوم,0,0,0,0,0
الموت يغيب قائد قوات المظلات وعضو مجلس قيادة الثورة السابق كريتر نت,0,0,0,0,0
الموت يغيب وجيه قاسم مستشار ياسر عرفات في الرباط مصر اليوم,0,0,0,0,0
الموت يغيب وجيه قاسم مستشار ياسر عرفات في الرباط العرب اليوم,0,0,0,0,0
نافذة مصر ارتفاع حالات الانتحار في جيش الاحتلال عام,1,0,0,0,1
لا تحاول تقليد الآخرين لأن الحسد جهل والتقليد انتحار إيلاف ترين مصر,0,0,0,0,0
محاولة انتحار لفتاة بحرق نفسها شمال ذي قار الناصرية,1,1,1,1,1
قفزت من الطابق السادس انتحار ربة منزل في المنوفية,1,0,1,1,1
وفاة المفكر السعودي علي الهويريني صدى البلد,0,0,0,0,0
موقع خبرني والدة الدكتور اسماعيل السعودي في ذمة الله,0,0,0,0,0
الوزير الأول يعزي عائلة ورفقاء الراحل المجاهد عثمان بلوزداد النهار أونلاين,0,0,0,0,0
الفنان السعودي علي الهويريني في ذمة الله وكالة البوصلة الاخبارية,0,0,0,0,0
موجة من الحزن في الخليج على وفاة علي الهويريني مرصد الشرق الأوسط شمال أفريقيا,0,0,0,0,0
وزير الخارجية الإماراتي يلتقي في أبو ظبي بوفد قادة مجموعة الاتفاقيات الإبراهيمية في بريطانيا,0,0,0,0,0
ديوكوفيتش يواجه الترحيل مجددا بعد أن ألغت أستراليا تأشيرته للمرة الثانية العربية,0,0,0,0,0
وفاة علي الهويريني رسميا تشعل منصات التواصل الاجتماعي أحداث نت,0,0,0,0,0
عامر سليم ابو ركبة في ذمة الله جفرا نيوز,0,0,0,0,0
حقيقة وفاة ماجد الخليفي الإعلامي القطري البارز وكالة سوا الإخبارية,0,0,0,0,0
نانسى صلاح هناك جزء ثان من ماما حامل ودورى فى يوتيرن لا يشبهنى اليوم السابع,0,0,0,0,0
وفيات الجمعة     سما الأردن الإخباري,0,0,0,0,0
عن الموت والقدر تعرف على أخر كلمات المخرج السعودي الراحل علي الهويريني صدى البلد,0,0,0,0,0
السعودية تنعي الفنان علي الهويريني أول الحاصلين على شهادة أمريكية في الإخراج وأشهر شعراء البلاد,0,0,0,0,0
وفاة فنان شهير بعد صراع طويل مع المرض والدفن بعد صلاة الجمعة بوابة أخبار اليوم الإلكترونية,0,0,0,0,0
الحزن يخيم على منصات التواصل الاجتماعي بعد وفاة المفكر السعودي الهويريني وكالة نيو ترك,0,0,0,0,0
الولايات المتحدة تسجل     إصابات جديدة بفيروس كورونا المستجد سبق,0,0,0,0,0
رحيل علي الهويريني أول مخرج سعودي تخرج في هوليوود,0,0,0,0,0
أمير الباحة يعزي محافظ قلوة ومدير شرطة المنطقة أخبار السعودية صحيفة عكاظ,0,0,0,0,0
هذا إن مات ما حكمه مغامر أم منتحر,0,1,0,0,0
نوير كان قصدها الاختبار فحصل الانتحار,0,0,0,0,1
تركيا تظاهر الآلاف مساء الجمعة في اسطنبول احتجاجا على ما اسموه الظروف القمعية في مساكن الطلاب التي تديرها الطوائف الدينية في تركيا وذلك بعد انتحار طالب طب في وقت سابق هذا الأسبوع,1,0,1,0,1
في المسلسل الوثائقي عندما اقنع الاخ الاصغر المصاب بالذهان عائله من ١١ فرد بشنق أنفسهم كان هناك اسرار في هذه العائله لم يعرفها أشخاص مقربون وجيران فكانت وفاتهم صدمه وكانت الحيره بأن القضية ليست قتل ولا حتى انتحار لاقتناعهم انهم سيعودون للحياة بعد هذا الطقس,0,0,0,0,1
ده اكيد يعني مفهاش كلام ونفس الشيء اتمنى يحصلي لو حصل كده واللي هو الانتحار أو الموت الرحيم,1,0,0,0,1
شخصية بارد وعديم الرحمة وفعال وحساب بارع لدرجة أنه يوقعه أحيانا في المتاعب بل إنه يدفع بعض المشتبه بهم إلى الانتحار وظيفته حياته تتمثل مهمة لونجي الوحيدة في الحياة في القبض على المجرمين ويعتبر كل شيء آخر مثل العلاقات الشخصية والألعاب مثل الشطرنج مضيعة للوقت,0,0,0,0,0
احتجاجات في اسطنبول بعد انتحار طالب تعرض ضغوط طائفة دينية,1,0,1,1,1
يا غالي يوجد دوريات سيارات اسعافات في الواقع الرادارات المتحركه بس اش بيدهم شبابنا الله يهديهم كل واحد عنده سيارة جديد او كم الف ريال عنده يتخيل عنده رجوله وثقه في نفسة كم واحد مات امام عيون اسعافات دوريات الغلط مش بيد الامن الشرطه بيد شبابنا انتحار مباشر,0,0,0,0,0
از ستم تاریخی قتل عام های پی هم انتحار انفجار کوچ اجباری هزاره ها که بگذاریم این روز ها زنان مردان هزاره در دشت برچی جلو چشم همه از طرف حکومت آرمانی نظری مهدوی به زیر گرفته سر شان شلیک می شود برادران با وجدان هزاره باید تکلیف شان با اینها آخندها روشن کنند,0,0,0,0,0
قوات اردوغان تعتدي وتهاجم شبان خرجوا في مظاهرة سلمية بسبب انتحار زميلهم,1,0,1,0,1
والله لعبو نفسي وين مااروح الكه واحد ايكول اريد انتحر عبالك حفلة مو انتحار تحسين المعدل مطلبنا,0,0,0,0,0
ترتيب اكثر البلدان من حيث نسبة الانتحار في العالم من   إلى غاية,1,0,1,0,1
اسطنبول احتجاجات بعد انتحار طالب تعرض ضغوط طائفة دينية,1,0,1,0,1
انقاذ طفل حاول الانتحار في المثنى,1,0,1,1,1
أقدم طالب جامعي تركي على الانتحار بسبب تعرضه لضغوطات طائفية في سكن الطلاب بمدينة أنطاليا وعلى إثر ذلك تظاهر الآلاف مساء الجمعة في اسطنبول احتجاجا على الظروف القمعية التي تواجه الطلاب في الجامعة,1,0,1,1,1
أجبروه على الصلاة على الرغم من أنه غير مسلم انتحار طالب جامعي في تركيا العربية,1,0,1,1,1
شاهد احتجاجات في تركيا بعد انتحار طالب تعرض ضغوط طائفة دينية الخيمة نيوز,1,0,1,1,1
بعد خسارة حضانة ابنتها فتاة من ذي قار تقدم على الانتحار,1,0,1,1,1
إنقاذ طفل حاول الانتحار شنقا في السماوة,1,0,1,1,1
متابعة مصادر عبرية   حالة انتحار تم توثيقها ضمن صفوف الجيش الإسرائيلي خلال العام الماضي   جزء منهم من أصول إثيوبية ترجمة عبرية,1,0,1,1,1
ما اكدر اكتب كومنت قافلتها المهم قبل فترة بنت سورية اسمها ايات انقتلت وزوجها قال انتحار متزوجة قاصر ومتعنفة واهلها ميرضون بالطلاق وانقتلت بدم بارد واليقهر النسوة السوريات بألمانيا بالكروبات يذموها للبنت المغدورة بكلمات تافهة ومستفزة يعني بكل مكان اكو هيج غبيات مسترجلات,0,0,0,0,1
العاصمة مصادر عبرية   حالة انتحار تم توثيقها ضمن صفوف الجيش الإسرائيليين خلال العام الماضي   جزء منهم من أصول إثيوبية,1,0,1,1,1
مظاهرة بسبب أنتحار طالب طب في جامعة في أسطنبول تديرها جماعة دينية بسبب تنمر عليه لأنه من غير طائفة,1,1,1,1,1
الأتراك يتظاهرون في اسطنبول بعد انتحار طالب جامعي بسبب ضغوط دينية وقمعية,1,0,1,1,1
حالة انتحار تم توثيقها ضمن صفوف الجيش الإسرائيليين خلال العام الماضي   جزء منهم من أصول إثيوبية الإرهاب الصهيوني,1,0,1,1,1
بالفيديو احتجاجات في اسطنبول بعد انتحار طالب تعرض ضغوط طائفة دينية عاجل,1,0,1,1,1
بعد مشادة كلامية مع مدير المدرسة مراهق يحاول الانتحار في النجف والشرطة النهرية تتدخل,1,0,1,1,1
كان في منتهى الهدوء حين صارح ظله برغبته الجادة في الانتحار اليوم انطلق القراء اليوم في كتابة نصوص لقيا الصباح من العلاقة الملتبسة مع الظلال ملتقى أقرأ الإثرائي مسابقة أقرأ إثراء القراءة,0,0,0,1,1
احتجاجات في اسطنبول بعد انتحار طالب تعرض,1,0,1,1,1
إنقاذ شاب حاول الانتحار من أعلى جسر الكوفة عاجل,1,0,1,1,1
مشادة بين مدير مدرسة وطالب تدفع الاخير لعملية انتحار فاشلة في النجف,1,0,1,1,1
بداية سنة اخبار قتل عنف اسري انتحار زلزال نبي اسمه نشأت ايام فعلا متخطرش على بال اي حيوان,0,0,1,0,1
بعد يومين عياط اكتئاب حاد   محاولات انتحار,1,0,1,1,1
بالفيديو احتجاجات في اسطنبول بعد انتحار طالب تعرض ضغوط طائفة دينية,1,0,1,1,1
توعية هذا كلام مجانين هذه آخرة الركون للملاحدة باسم العلم والتعلم مثل هذا ممكن أن يصل به الجنون والبعد عن الدين والركون للملحدين إلى الانتحار ينتحر ويقول إذا استيقظت من النوم كل الذكريات مفبركة سيبدأ لي عالم جديد أكون أنا الوحيد الحي الواعي فيه نعوذ بالله من الكفر,1,0,1,0,1
طبعا مستحيل يصير عقلي مثل عقلج التحفه لو عندي عقلج ال انتحار من كد ما عقل تحفه وايضا واضح عندج عقل تحفه اذا تاج راسج كباب نصحيه مني الج يعني صدك انصير مضحكه موبس امه محمد لا وإنما لي كل الأمم من كد ما انتو قشماره,0,0,0,0,0
شرطة النجف تنقذ مراهق حاول الانتحار من أعلى جسر الكوفة,1,0,1,1,1
فاكره حلقة الإنتحار يربط الحبل في المروحه اللي بالسقف وطاحت المروحه,0,1,0,1,1
انقاذ طفل يبلغ من العمر سنوات حاول الانتحار شنقا بمنزل ذوية في المثنى قناة دجلة الفضائية,1,0,1,1,1
اعتقالات أثناء احتجاجات بعد انتحار طالب تعرض ضغوط طائفة دينية في اسط,1,0,1,1,1
ملخر هذا إنتحار لا للحرڨة,0,1,0,0,0
عاجل إنقاذ شاب حاول الانتحار من أعلى جسر الكوفة,1,0,1,1,1
انتحار المنطق,0,0,0,0,0
مواجهات اعتقالات أثناء احتجاجات بعد انتحار طالب تعرض ضغوط طائفة دينية في اسطنبول تركيا,1,0,1,1,1
ليلة إسطنبول بالأمس بعد اشتباكات بين الشرطة ومحتجين على انتحار شاب بسبب الأوضاع الاقتصادية بالبلاد عثمانلي تركيا أردوغان,1,0,1,1,1
طالب حیوان قدر موسیقی را چی میداند اینها فقد قتل انتحار میدانند بس,0,0,0,0,1
الموازنة العامة للدولة إن تم إقرار ها بهذه الطريقة المشوهة إنتحار إقتصادي والبداية ظهرت   مليون قرض من صندوق النهب الدولي,0,0,0,0,0
كانت قناة فعلا أوروبية بشكل كبير أوي اللي حصل في الشبكة دي بشكل عام انتحار إعلامي,0,0,0,0,0
رجل أعمال يجوب اوروبا بجانب موته المحتوم عليه بسبب السرطان هو مع احد معاونيه الاوفياء كلنا نعيش الموت في احضانا ففكرة الانتحار لن تختصر العذاب بل هي بداية ذلك تريث انظروا من حولكم فالحياة مازالت تستحق العيش رغم الظروف فمعانيها اسمى من اي شيء,0,0,0,0,0
وفي لحظات انتحار الأماني وموت الرجاء وفي لحظات التناقض حين تصير الحبيبات والحب ضدي وتصبح فيها القصائد ضدي وتصبح حتى النهود التي بايعتني على العرش ضدي وفي اللحظات التي أتسكع فيها على طرق الحزن وحدي أفكر فيك لبضع ثوان فتغدو حياتي حديقة ورد نزار قباني,0,0,0,0,0
ليلة إسطنبول بالأمس بعد اشتباكات بين الشرطة ومحتجين أتراك على أثر انتحار شاب تركي بسبب تدهور الأوضاع الاقتصادية بالبلاد اسطنبول تركيا,1,0,1,1,1
جحيم ستروماي يطرح قضية الانتحار ويثير الجدل,1,0,0,1,1
مساء الابتسامة هذا انتحار بطيئ,0,0,0,0,0
خبر عاجل انتحار ست اشخاص ومقتل اثنان وعشرون فى صراع شديد بالقاهرة واثبتت الصحف ان السبب هو ذالك الشخص لأنه قد مر بشوارعها,0,0,0,1,1
اعتقالات في إسطنبول بالأمس بعد اشتباكات بين الشرطة ومحتجين على انتحار شاب بسبب الأوضاع الاقتصادية بالبلاد الله يخرب بيتك ياااقر غان,1,0,1,0,1
ظلم المرأة,0,0,0,0,0
احتجاجات في اسطنبول بعد انتحار طالب تعرض ضغوط طائفة دينية الجنوب يعيد الحق لاصحابه,1,0,1,1,1
